ko	ko_definition	modules_with_ko	ARTi	ArsAcraccivora	ArsAsiaII3	ArsBTMEDQ21	ArsBee02222015	ArsBeeUS	ArsCjap	ArsFIN	ArsIxoH	ArsLausane	ArsMelophagi	ArsPB	ArsPV	ArsPerl	ArsUK	ArsenophonusARAD	ArsenophonusARAF	ArsenophonusDSM15247	ArsenophonusENCA	ArsenophonusHangzhou	ArsenophonusLipoptena	Ca_Riesia_pediculicola	Ca_Riesia_pediculischaeffi	EA	EB1	EB2	ERR7799985	ERR7800036	ERR7800037	ONit	P_thracensis	Proteus_mirabilis	Providencia_stuartii	SRR10590585	SRR10590592	SRR12528003	SRR13788609	SRR13788620	SRR13788625	SRR2001675	SRR2001708	SRR5317834	SRR6301423	X_nematophila	aApi_AU
K11071	spermidine/putrescine transport system permease protein	None	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11072	spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	None	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11085	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	None	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11102	proton glutamate symport protein	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K11103	aerobic C4-dicarboxylate transport protein	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
K11105	potassium/hydrogen antiporter	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K11107	ferredoxin	None	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	M00048	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
K11179	tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11183	multiphosphoryl transfer protein [EC:2.7.1.202]	None	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1
K11192	N-acetylmuramic acid PTS system EIICB component [EC:2.7.1.192]	None	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1
K11206	deaminated glutathione amidase [EC:3.5.1.128]	None	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K11209	GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K11216	autoinducer-2 kinase [EC:2.7.1.189]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K11249	cysteine/O-acetylserine efflux protein	None	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
K11250	leucine efflux protein	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
K11251	histone H2A	None	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11253	histone H3	None	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11254	histone H4	None	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11258	acetolactate synthase II small subunit [EC:2.2.1.6]	M00019,M00570	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11323	histone arginine demethylase JMJD6 [EC:1.14.11.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K11381	2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]	M00036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K11426	[histone H3]-lysine4/36 N-trimethyltransferase SMYD [EC:2.1.1.354 2.1.1.357]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K11477	glc operon protein GlcG	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11530	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K11531	lsr operon transcriptional repressor	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11534	DeoR family transcriptional regulator, deoxyribose operon repressor	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K11535	nucleoside transport protein	None	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11604	manganese/iron transport system substrate-binding protein	None	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11605	manganese/iron transport system permease protein	None	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11606	manganese/iron transport system permease protein	None	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11607	manganese/iron transport system ATP-binding protein	None	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11645	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	M00001,M00003	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K11690	C4-dicarboxylate transporter, DctM subunit	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11717	cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
K11719	lipopolysaccharide export system protein LptC	None	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11720	lipopolysaccharide export system permease protein	None	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11733	lysine-specific permease	None	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11734	aromatic amino acid transport protein AroP	None	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
K11737	D-serine/D-alanine/glycine transporter	None	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K11741	quaternary ammonium compound-resistance protein SugE	None	1	0	0	0	1	1	0	1	2	1	0	1	1	1	1	0	0	1	0	1	0	0	0	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K11742	spermidine export protein MdtI	None	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K11743	spermidine export protein MdtJ	None	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K11747	glutathione-regulated potassium-efflux system protein KefB	None	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K11748	glutathione-regulated potassium-efflux system ancillary protein KefG	None	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K11749	regulator of sigma E protease [EC:3.4.24.-]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11750	esterase FrsA [EC:3.1.-.-]	None	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K11751	5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]	None	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1
K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	M00125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	M00125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11754	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	M00126,M00841	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11755	phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31]	M00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K11811	arsenical resistance protein ArsH	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K11891	type VI secretion system protein ImpL	None	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	10	1	2	1	1	1	1	1	1	1	1	0	1	2	1
K11892	type VI secretion system protein ImpK	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	2	0
K11893	type VI secretion system protein ImpJ	None	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	7	1	2	1	1	1	1	1	1	1	1	0	1	2	1
K11894	type VI secretion system protein ImpI	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K11895	type VI secretion system protein ImpH	None	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	0	1	2	1
K11896	type VI secretion system protein ImpG	None	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	0	1	3	1
K11897	type VI secretion system protein ImpF	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K11900	type VI secretion system protein ImpC	None	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	6	1	1	1	1	1	1	1	1	1	1	0	1	2	1
K11901	type VI secretion system protein ImpB	None	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	5	1	1	1	1	1	1	1	1	1	1	0	1	2	1
K11902	type VI secretion system protein ImpA	None	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	2	0	0	1	1	1	1	1	1	1	1	0	1	1	1
K11903	type VI secretion system secreted protein Hcp	None	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	6	5	4	1	1	1	1	1	1	1	1	0	1	2	1
K11904	type VI secretion system secreted protein VgrG	None	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	1	2	26	5	7	1	1	1	1	1	1	1	1	0	1	5	1
K11905	type VI secretion system protein	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K11906	type VI secretion system protein VasD	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	2	0
K11907	type VI secretion system protein VasG	None	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	6	1	1	1	1	1	1	1	1	1	0	0	0	2	1
K11909	type VI secretion system protein VasI	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K11910	type VI secretion system protein VasJ	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K11911	type VI secretion system protein VasL	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K11921	LysR family transcriptional regulator, cyn operon transcriptional activator	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K11925	SgrR family transcriptional regulator	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K11926	sigma factor-binding protein Crl	None	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11927	ATP-dependent RNA helicase RhlE [EC:3.6.4.13]	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K11928	sodium/proline symporter	None	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11931	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K11932	universal stress protein G	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0
K11933	NADH oxidoreductase Hcr [EC:1.-.-.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K11935	biofilm PGA synthesis protein PgaA	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K11936	poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K11937	biofilm PGA synthesis protein PgaD	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K11938	HMP-PP phosphatase [EC:3.6.1.-]	None	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11939	inner membrane transporter RhtA	None	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K11940	heat shock protein HspQ	None	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K12055	chromosome partitioning related protein ParA	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
K12056	conjugal transfer mating pair stabilization protein TraG	None	0	0	0	0	1	2	0	2	2	2	0	0	6	4	2	0	0	4	10	3	0	0	0	5	4	0	0	0	0	2	0	1	0	2	2	2	5	7	7	0	3	0	6	0	2
K12057	conjugal transfer pilus assembly protein TraF	None	0	1	0	0	1	1	0	1	1	1	0	0	3	2	1	0	0	2	4	1	0	0	0	5	1	0	0	0	0	1	0	1	0	1	1	1	2	2	2	0	1	0	1	0	1
K12058	conjugal transfer mating pair stabilization protein TraN	None	0	1	0	0	1	1	0	1	1	1	0	0	3	2	1	0	2	2	4	1	0	0	0	4	3	0	0	0	0	1	0	1	1	1	1	1	1	1	2	0	2	0	2	3	1
K12059	conjugal transfer pilus assembly protein TrbC	None	0	0	0	0	1	1	0	0	1	0	0	0	3	1	0	0	1	1	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1
K12060	conjugal transfer pilus assembly protein TraU	None	0	1	0	0	1	1	0	0	1	0	0	0	3	1	0	0	1	1	1	1	0	0	0	4	1	0	0	0	0	1	0	1	0	1	1	1	2	2	2	0	1	0	1	1	1
K12061	conjugal transfer pilus assembly protein TraW	None	0	0	0	0	1	0	0	0	1	1	0	0	3	2	1	0	2	2	1	1	0	0	0	3	2	1	0	0	0	1	0	1	0	1	1	1	2	1	2	0	1	0	1	2	1
K12062	conjugal transfer pilin signal peptidase TrbI	None	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
K12063	conjugal transfer ATP-binding protein TraC	None	0	0	0	0	1	1	0	0	1	1	0	0	3	2	1	0	0	2	1	1	0	0	0	3	0	1	0	0	0	1	0	1	0	1	1	1	1	0	2	0	1	0	1	2	1
K12064	conjugal transfer pilus assembly protein TraV	None	0	0	0	0	1	0	0	0	1	1	0	0	3	2	1	0	0	2	2	1	0	0	0	1	0	0	0	0	0	2	0	1	0	1	1	1	2	1	1	0	1	0	1	2	1
K12065	conjugal transfer pilus assembly protein TraB	None	0	0	0	0	1	1	0	0	1	1	0	0	2	2	1	0	2	2	2	1	0	0	0	3	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	2	1
K12066	conjugal transfer pilus assembly protein TraK	None	0	0	0	0	1	0	0	0	1	1	0	0	2	2	1	0	0	2	1	0	0	0	0	3	2	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	2	1
K12067	conjugal transfer pilus assembly protein TraE	None	0	0	0	0	1	1	0	0	1	1	0	0	2	2	1	0	1	2	1	0	0	0	0	3	2	1	0	0	0	2	0	1	0	1	1	1	2	2	2	0	1	0	1	2	1
K12068	conjugal transfer pilus assembly protein TraL	None	0	0	0	0	1	0	0	0	0	1	0	0	1	2	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1
K12069	conjugal transfer pilus assembly protein TraA	None	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
K12070	conjugal transfer pilus assembly protein TraI	None	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
K12071	conjugal transfer pilus assembly protein TraD	None	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
K12072	conjugative transfer pilus assembly protein TraH	None	0	0	0	0	1	1	0	1	1	1	0	0	3	2	1	0	0	2	6	1	0	0	0	4	1	0	0	0	0	1	0	1	0	1	1	1	2	2	2	0	1	0	2	0	1
K12136	hydrogenase-4 component A [EC:1.-.-.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K12137	hydrogenase-4 component B [EC:1.-.-.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K12138	hydrogenase-4 component C [EC:1.-.-.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K12139	hydrogenase-4 component D [EC:1.-.-.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K12140	hydrogenase-4 component E [EC:1.-.-.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K12141	hydrogenase-4 component F [EC:1.-.-.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K12142	hydrogenase-4 component G [EC:1.-.-.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K12143	hydrogenase-4 component H	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K12144	hydrogenase-4 component I [EC:1.-.-.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K12145	hydrogenase-4 component J [EC:1.-.-.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K12146	hydrogenase-4 transcriptional activator	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
